gameid,date,league,teamname,result,side,participantid,playoffs,year,series_id
LOLTMNT01_264750,2025-07-23 11:17:36,LCK,Hanwha Life Esports,0,Red,200,0,2025,LCK_2025-07-23_Hanwha Life Esports
LOLTMNT01_264776,2025-07-23 12:09:23,LCK,Hanwha Life Esports,0,Blue,100,0,2025,LCK_2025-07-23_Hanwha Life Esports
LOLTMNT01_269192,2025-07-26 08:31:59,LCK,Hanwha Life Esports,1,Blue,100,0,2025,LCK_2025-07-26_Hanwha Life Esports
LOLTMNT01_269211,2025-07-26 09:30:22,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-07-26_Hanwha Life Esports
LOLTMNT01_273014,2025-07-31 10:31:25,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-07-31_Hanwha Life Esports
LOLTMNT01_273023,2025-07-31 11:20:55,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-07-31_Hanwha Life Esports
LOLTMNT01_273344,2025-08-02 06:07:06,LCK,Hanwha Life Esports,0,Red,200,0,2025,LCK_2025-08-02_Hanwha Life Esports
LOLTMNT01_272834,2025-08-02 06:59:14,LCK,Hanwha Life Esports,0,Blue,100,0,2025,LCK_2025-08-02_Hanwha Life Esports
LOLTMNT02_294403,2025-08-06 08:06:02,LCK,Hanwha Life Esports,1,Blue,100,0,2025,LCK_2025-08-06_Hanwha Life Esports
LOLTMNT02_295361,2025-08-06 08:57:50,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-08-06_Hanwha Life Esports
LOLTMNT02_296450,2025-08-08 10:27:25,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-08-08_Hanwha Life Esports
LOLTMNT02_296483,2025-08-08 11:28:56,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-08-08_Hanwha Life Esports
LOLTMNT02_303069,2025-08-15 11:15:30,LCK,Hanwha Life Esports,0,Blue,100,0,2025,LCK_2025-08-15_Hanwha Life Esports
LOLTMNT02_302301,2025-08-15 12:15:57,LCK,Hanwha Life Esports,0,Blue,100,0,2025,LCK_2025-08-15_Hanwha Life Esports
LOLTMNT02_302438,2025-08-17 06:07:44,LCK,Hanwha Life Esports,0,Blue,100,0,2025,LCK_2025-08-17_Hanwha Life Esports
LOLTMNT02_303218,2025-08-17 07:00:19,LCK,Hanwha Life Esports,1,Blue,100,0,2025,LCK_2025-08-17_Hanwha Life Esports
LOLTMNT02_303220,2025-08-17 07:55:07,LCK,Hanwha Life Esports,0,Red,200,0,2025,LCK_2025-08-17_Hanwha Life Esports
LOLTMNT03_284605,2025-08-21 08:05:15,LCK,Hanwha Life Esports,0,Red,200,0,2025,LCK_2025-08-21_Hanwha Life Esports
LOLTMNT03_285537,2025-08-21 09:06:15,LCK,Hanwha Life Esports,1,Blue,100,0,2025,LCK_2025-08-21_Hanwha Life Esports
LOLTMNT03_285549,2025-08-21 10:07:01,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-08-21_Hanwha Life Esports
LOLTMNT03_286946,2025-08-23 06:06:52,LCK,Hanwha Life Esports,0,Blue,100,0,2025,LCK_2025-08-23_Hanwha Life Esports
LOLTMNT03_286952,2025-08-23 07:02:58,LCK,Hanwha Life Esports,1,Blue,100,0,2025,LCK_2025-08-23_Hanwha Life Esports
LOLTMNT03_287529,2025-08-23 07:59:15,LCK,Hanwha Life Esports,0,Red,200,0,2025,LCK_2025-08-23_Hanwha Life Esports
LOLTMNT03_292093,2025-08-27 08:04:11,LCK,Hanwha Life Esports,0,Red,200,0,2025,LCK_2025-08-27_Hanwha Life Esports
LOLTMNT03_292099,2025-08-27 08:54:16,LCK,Hanwha Life Esports,1,Blue,100,0,2025,LCK_2025-08-27_Hanwha Life Esports
LOLTMNT03_291552,2025-08-27 10:04:17,LCK,Hanwha Life Esports,0,Red,200,0,2025,LCK_2025-08-27_Hanwha Life Esports
LOLTMNT03_293418,2025-08-29 11:12:12,LCK,Hanwha Life Esports,1,Blue,100,0,2025,LCK_2025-08-29_Hanwha Life Esports
LOLTMNT03_294428,2025-08-29 12:12:25,LCK,Hanwha Life Esports,1,Red,200,0,2025,LCK_2025-08-29_Hanwha Life Esports
LOLTMNT01_288565,2025-09-14 06:11:34,LCK,Hanwha Life Esports,1,Blue,100,1,2025,LCK_2025-09-14_Hanwha Life Esports
LOLTMNT01_288570,2025-09-14 07:10:28,LCK,Hanwha Life Esports,1,Red,200,1,2025,LCK_2025-09-14_Hanwha Life Esports
LOLTMNT01_289038,2025-09-14 08:14:27,LCK,Hanwha Life Esports,1,Red,200,1,2025,LCK_2025-09-14_Hanwha Life Esports
LOLTMNT01_290456,2025-09-20 06:07:09,LCK,Hanwha Life Esports,1,Blue,100,1,2025,LCK_2025-09-20_Hanwha Life Esports
LOLTMNT01_289914,2025-09-20 06:59:22,LCK,Hanwha Life Esports,1,Red,200,1,2025,LCK_2025-09-20_Hanwha Life Esports
LOLTMNT01_289916,2025-09-20 07:54:22,LCK,Hanwha Life Esports,1,Red,200,1,2025,LCK_2025-09-20_Hanwha Life Esports
LOLTMNT01_290949,2025-09-28 05:30:31,LCK,Hanwha Life Esports,0,Blue,100,1,2025,LCK_2025-09-28_Hanwha Life Esports
LOLTMNT01_290950,2025-09-28 06:24:02,LCK,Hanwha Life Esports,0,Blue,100,1,2025,LCK_2025-09-28_Hanwha Life Esports
LOLTMNT01_290952,2025-09-28 07:27:40,LCK,Hanwha Life Esports,1,Blue,100,1,2025,LCK_2025-09-28_Hanwha Life Esports
LOLTMNT01_290953,2025-09-28 08:21:35,LCK,Hanwha Life Esports,0,Red,200,1,2025,LCK_2025-09-28_Hanwha Life Esports
LOLTMNT01_296764,2025-10-15 10:20:25,WLDs,Hanwha Life Esports,0,Blue,100,0,2025,WLDs_2025-10-15_Hanwha Life Esports
LOLTMNT01_296993,2025-10-16 11:56:15,WLDs,Hanwha Life Esports,1,Blue,100,0,2025,WLDs_2025-10-16_Hanwha Life Esports
LOLTMNT01_298478,2025-10-18 11:02:40,WLDs,Hanwha Life Esports,1,Blue,100,0,2025,WLDs_2025-10-18_Hanwha Life Esports
LOLTMNT01_301255,2025-10-22 08:14:32,WLDs,Hanwha Life Esports,1,Red,200,0,2025,WLDs_2025-10-22_Hanwha Life Esports
LOLTMNT01_301259,2025-10-22 09:12:19,WLDs,Hanwha Life Esports,1,Red,200,0,2025,WLDs_2025-10-22_Hanwha Life Esports
LOLTMNT01_303065,2025-10-28 07:13:37,WLDs,Hanwha Life Esports,0,Red,200,0,2025,WLDs_2025-10-28_Hanwha Life Esports
LOLTMNT01_303066,2025-10-28 08:07:57,WLDs,Hanwha Life Esports,0,Blue,100,0,2025,WLDs_2025-10-28_Hanwha Life Esports
LOLTMNT01_303068,2025-10-28 09:29:35,WLDs,Hanwha Life Esports,1,Blue,100,0,2025,WLDs_2025-10-28_Hanwha Life Esports
LOLTMNT01_302140,2025-10-28 10:23:11,WLDs,Hanwha Life Esports,0,Red,200,0,2025,WLDs_2025-10-28_Hanwha Life Esports
LOLTMNT02_338092,2025-12-06 08:49:01,KeSPA,Hanwha Life Esports,1,Blue,100,0,2025,KeSPA_2025-12-06_Hanwha Life Esports
LOLTMNT02_337190,2025-12-06 11:23:32,KeSPA,Hanwha Life Esports,1,Blue,100,0,2025,KeSPA_2025-12-06_Hanwha Life Esports
LOLTMNT02_337395,2025-12-07 13:00:34,KeSPA,Hanwha Life Esports,1,Red,200,0,2025,KeSPA_2025-12-07_Hanwha Life Esports
LOLTMNT02_338392,2025-12-08 06:59:22,KeSPA,Hanwha Life Esports,1,Red,200,0,2025,KeSPA_2025-12-08_Hanwha Life Esports
LOLTMNT02_338587,2025-12-11 09:14:22,KeSPA,Hanwha Life Esports,1,Blue,100,0,2025,KeSPA_2025-12-11_Hanwha Life Esports
LOLTMNT02_338588,2025-12-11 10:07:59,KeSPA,Hanwha Life Esports,0,Red,200,0,2025,KeSPA_2025-12-11_Hanwha Life Esports
LOLTMNT02_338589,2025-12-11 11:04:13,KeSPA,Hanwha Life Esports,1,Blue,100,0,2025,KeSPA_2025-12-11_Hanwha Life Esports
LOLTMNT02_338624,2025-12-12 08:07:15,KeSPA,Hanwha Life Esports,1,Blue,100,0,2025,KeSPA_2025-12-12_Hanwha Life Esports
LOLTMNT02_338639,2025-12-12 09:06:57,KeSPA,Hanwha Life Esports,1,Red,200,0,2025,KeSPA_2025-12-12_Hanwha Life Esports
LOLTMNT02_338647,2025-12-12 10:05:06,KeSPA,Hanwha Life Esports,0,Blue,100,0,2025,KeSPA_2025-12-12_Hanwha Life Esports
LOLTMNT02_338648,2025-12-12 11:11:18,KeSPA,Hanwha Life Esports,0,Blue,100,0,2025,KeSPA_2025-12-12_Hanwha Life Esports
LOLTMNT02_337686,2025-12-12 11:56:53,KeSPA,Hanwha Life Esports,1,Blue,100,0,2025,KeSPA_2025-12-12_Hanwha Life Esports
LOLTMNT02_337782,2025-12-14 08:06:45,KeSPA,Hanwha Life Esports,0,Blue,100,0,2025,KeSPA_2025-12-14_Hanwha Life Esports
LOLTMNT02_338735,2025-12-14 08:58:48,KeSPA,Hanwha Life Esports,0,Blue,100,0,2025,KeSPA_2025-12-14_Hanwha Life Esports
LOLTMNT02_338736,2025-12-14 09:46:09,KeSPA,Hanwha Life Esports,1,Blue,100,0,2025,KeSPA_2025-12-14_Hanwha Life Esports
LOLTMNT02_338737,2025-12-14 10:44:26,KeSPA,Hanwha Life Esports,1,Red,200,0,2025,KeSPA_2025-12-14_Hanwha Life Esports
LOLTMNT02_338739,2025-12-14 11:40:05,KeSPA,Hanwha Life Esports,0,Red,200,0,2025,KeSPA_2025-12-14_Hanwha Life Esports
